asset,entry_time,method,stop_pct,trades,gross_pnl,fees,net_pnl,avg_pnl,median_pnl,win_rate,avg_profitable_trade,avg_losing_trade,payoff_ratio,profit_factor,sharpe_daily_annualized,max_drawdown,max_drawdown_duration_days,max_drawdown_duration_trades,max_drawdown_date,recovery_date,recovered,max_consecutive_wins,max_consecutive_losses,best_trade,worst_trade,cvar_95
ETH,15:30,leg_independent,50,191,489.9,251.04,238.86,1.2506,0.2027,0.5131,10.7172,-8.7249,1.2283,1.2944,1.9588,117.1,63,62,2026-04-05,2026-05-04,True,8,7,39.87,-32.22,-22.49
ETH,15:30,leg_independent,100,191,462.39,236.28,226.11,1.1838,3.2271,0.5916,10.4078,-12.1791,0.8546,1.238,1.3757,210.56,121,120,2026-04-01,2026-06-08,True,11,4,39.87,-136.04,-40.15
ETH,15:30,leg_independent,150,191,453.89,231.66,222.24,1.1635,4.4653,0.6178,10.4825,-13.9,0.7541,1.219,1.2766,189.73,89,88,2026-03-31,2026-05-07,True,10,5,39.87,-136.04,-45.93
ETH,15:45,combined,50,191,241.9,220.94,20.97,0.1098,3.1947,0.6073,10.1315,-15.3905,0.6583,1.0182,0.1245,253.69,130,130,2026-04-01,,False,5,5,34.37,-136.18,-36.32
ETH,15:45,combined,100,191,153.31,218.75,-65.45,-0.3426,4.542,0.6545,9.945,-19.8268,0.5016,0.95,-0.335,377.8,157,157,2026-04-01,,False,8,5,34.37,-136.18,-54.98
ETH,15:45,combined,150,191,351.98,218.2,133.78,0.7004,5.0779,0.6754,10.0004,-18.6495,0.5362,1.1157,0.7098,299.81,130,130,2026-04-10,,False,9,5,34.37,-136.18,-53.75
ETH,15:45,leg_both,50,191,208.07,250.04,-41.97,-0.2197,-0.8495,0.4712,7.476,-7.0773,1.0563,0.9413,-0.3195,262.6,125,125,2026-05-31,,False,5,10,34.37,-136.18,-28.13
ETH,15:45,leg_both,100,191,240.31,232.35,7.96,0.0417,2.9552,0.5916,9.0651,-13.0307,0.6957,1.0078,0.0496,290.16,130,130,2026-06-25,,False,10,7,34.37,-136.18,-41.32
ETH,15:45,leg_both,150,191,254.4,226.34,28.05,0.1469,3.7414,0.6178,9.4649,-14.9151,0.6346,1.0258,0.1613,287.3,133,133,2026-05-08,,False,10,7,34.37,-136.18,-48.2
ETH,15:45,leg_independent,50,191,250.11,240.26,9.85,0.0516,-0.7925,0.4869,10.3159,-9.689,1.0647,1.0104,0.0644,299.8,126,126,2026-06-25,,False,4,5,34.37,-136.18,-34.41
ETH,15:45,leg_independent,100,191,327.5,226.29,101.21,0.5299,3.3674,0.5969,10.309,-13.9483,0.7391,1.0942,0.5945,271.65,130,130,2026-05-08,,False,10,5,34.37,-136.18,-42.92
ETH,15:45,leg_independent,150,191,281.74,222.72,59.03,0.309,3.6504,0.6283,10.0399,-16.1374,0.6221,1.0515,0.3256,288.92,153,153,2026-05-08,,False,10,5,34.37,-136.18,-51.03
ETH,16:00,combined,50,191,165.18,214.46,-49.28,-0.258,2.922,0.5707,9.5946,-13.3547,0.7184,0.955,-0.3021,318.89,130,130,2026-04-05,,False,6,6,29.46,-140.54,-37.39
ETH,16:00,combined,100,191,185.03,212.03,-27.0,-0.1414,3.6347,0.6073,9.5672,-15.1572,0.6312,0.9762,-0.1523,303.19,116,116,2026-04-04,,False,6,6,29.46,-140.54,-47.36
ETH,16:00,combined,150,191,256.31,211.56,44.74,0.2343,3.8293,0.6178,9.5742,-14.8632,0.6442,1.0412,0.2445,311.08,116,116,2026-04-04,,False,6,6,29.46,-140.54,-55.77
ETH,16:00,leg_both,50,191,215.97,245.57,-29.6,-0.155,-0.0961,0.4869,5.3431,-5.3725,0.9945,0.9438,-0.4036,109.68,79,78,2026-06-28,,False,9,7,28.98,-19.84,-15.27
ETH,16:00,leg_both,100,191,165.11,226.14,-61.03,-0.3196,1.2928,0.5497,8.4733,-11.055,0.7665,0.9358,-0.4011,269.71,116,116,2026-04-04,,False,11,8,29.46,-140.54,-37.49
ETH,16:00,leg_both,150,191,291.16,220.3,70.86,0.371,2.3882,0.5864,8.9452,-11.7848,0.759,1.0761,0.4525,264.22,116,116,2026-04-04,,False,6,10,29.46,-140.54,-38.17
ETH,16:00,leg_independent,50,191,491.87,227.4,264.47,1.3847,2.174,0.5707,8.0512,-7.4769,1.0768,1.4314,2.7435,87.98,57,57,2026-04-05,2026-04-19,True,10,6,28.98,-22.24,-18.22
ETH,16:00,leg_independent,100,191,267.93,219.1,48.83,0.2556,3.3265,0.5759,9.2524,-11.9622,0.7735,1.0504,0.3095,245.62,110,110,2026-04-04,,False,11,8,29.46,-140.54,-38.54
ETH,16:00,leg_independent,150,191,329.52,216.2,113.31,0.5933,3.3299,0.5916,9.5563,-12.3917,0.7712,1.1172,0.7019,243.46,116,116,2026-04-04,,False,7,10,29.46,-140.54,-39.84
ETH,16:15,combined,50,191,264.46,204.38,60.07,0.3145,2.8333,0.5969,8.7892,-12.2323,0.7185,1.0638,0.3853,223.86,119,119,2026-04-01,,False,7,4,30.04,-143.55,-34.97
ETH,16:15,combined,100,191,233.82,202.57,31.25,0.1636,3.4352,0.623,8.6829,-13.917,0.6239,1.0312,0.1875,246.26,119,119,2026-04-01,,False,7,3,30.04,-143.55,-42.85
ETH,16:15,combined,150,191,270.61,202.16,68.45,0.3584,3.5261,0.6283,8.6766,-13.7006,0.6333,1.0704,0.4024,239.31,119,119,2026-04-01,,False,8,3,30.04,-143.55,-47.67
ETH,16:15,leg_both,50,191,276.31,227.53,48.78,0.2554,-0.3248,0.466,6.2875,-5.008,1.2555,1.0955,0.647,72.51,120,120,2026-06-19,,False,7,6,22.76,-23.48,-15.53
ETH,16:15,leg_both,100,191,213.53,214.65,-1.12,-0.0059,1.5644,0.5759,7.5735,-10.2988,0.7354,0.9987,-0.0077,245.97,119,119,2026-04-01,,False,8,5,29.74,-143.55,-36.01
ETH,16:15,leg_both,150,191,246.25,209.25,37.0,0.1937,2.5981,0.5916,8.2043,-11.4114,0.719,1.0416,0.2399,254.73,119,119,2026-04-22,,False,7,6,30.04,-143.55,-38.63
ETH,16:15,leg_independent,50,191,473.4,215.18,258.22,1.3519,1.192,0.5602,7.6802,-6.7091,1.1447,1.4582,2.7528,68.98,65,65,2026-06-18,,False,6,5,27.19,-25.02,-17.86
ETH,16:15,leg_independent,100,191,326.5,208.74,117.76,0.6165,2.8333,0.6126,8.0136,-11.0788,0.7233,1.1436,0.784,247.78,119,119,2026-04-01,,False,7,5,29.74,-143.55,-35.97
ETH,16:15,leg_independent,150,191,327.06,205.77,121.29,0.635,2.8333,0.6073,8.5299,-11.5757,0.7369,1.1397,0.776,252.04,119,119,2026-04-22,,False,7,5,30.04,-143.55,-38.59
ETH,16:30,combined,50,191,142.78,191.97,-49.18,-0.2575,2.6028,0.5916,7.5084,-11.5081,0.6524,0.9452,-0.3425,251.42,119,119,2026-05-03,,False,9,5,29.92,-140.0,-32.8
ETH,16:30,combined,100,191,159.45,190.0,-30.55,-0.16,2.9427,0.623,7.4499,-12.7373,0.5849,0.9667,-0.2016,249.44,119,119,2026-04-01,,False,9,5,29.92,-140.0,-39.01
ETH,16:30,combined,150,191,138.24,189.79,-51.56,-0.2699,2.9427,0.623,7.4499,-13.029,0.5718,0.945,-0.3331,266.7,173,173,2026-04-01,,False,9,5,29.92,-140.0,-41.65
ETH,16:30,leg_both,50,191,-86.23,213.45,-299.68,-1.569,-0.1654,0.4869,4.1498,-6.996,0.5932,0.5629,-2.4964,309.34,187,187,2026-06-29,,False,8,6,17.33,-140.0,-29.83
ETH,16:30,leg_both,100,191,12.43,202.93,-190.5,-0.9974,1.5821,0.5969,5.5515,-10.6931,0.5192,0.7686,-1.4113,250.48,119,119,2026-05-07,,False,9,5,23.04,-140.0,-34.26
ETH,16:30,leg_both,150,191,174.09,196.27,-22.18,-0.1161,2.6366,0.6178,6.7265,-11.1768,0.6018,0.9728,-0.1567,225.45,119,119,2026-04-01,,False,9,5,23.04,-140.0,-35.78
ETH,16:30,leg_independent,50,191,216.09,199.23,16.87,0.0883,0.9929,0.5445,7.0075,-8.183,0.8564,1.0237,0.1254,218.09,113,113,2026-04-01,,False,8,5,26.84,-140.0,-30.32
ETH,16:30,leg_independent,100,191,100.79,197.64,-96.85,-0.5071,2.6228,0.5969,6.5052,-10.8888,0.5974,0.8845,-0.6934,253.01,119,119,2026-04-02,,False,9,5,25.94,-140.0,-34.12
ETH,16:30,leg_independent,150,191,174.08,194.38,-20.3,-0.1063,2.8088,0.6178,7.0248,-11.6331,0.6039,0.9761,-0.1406,248.57,119,119,2026-04-01,,False,7,5,24.29,-140.0,-35.58
ETH,16:45,combined,50,191,282.87,174.85,108.02,0.5655,1.9774,0.6021,6.1013,-7.8109,0.7811,1.182,1.2608,88.73,110,109,2026-02-14,2026-03-11,True,12,5,22.88,-32.52,-18.85
ETH,16:45,combined,100,191,331.19,173.87,157.32,0.8237,2.2443,0.623,5.9864,-7.7092,0.7765,1.2834,1.7632,66.32,49,48,2026-02-14,2026-03-11,True,14,4,22.88,-32.66,-23.47
ETH,16:45,combined,150,191,358.78,173.34,185.44,0.9709,2.356,0.6283,5.9759,-7.4882,0.798,1.3488,2.0876,63.82,72,71,2026-03-25,2026-05-28,True,14,4,22.88,-36.95,-23.6
ETH,16:45,leg_both,50,191,146.71,190.05,-43.34,-0.2269,0.0073,0.5026,3.9783,-4.4764,0.8887,0.8981,-0.7811,62.34,170,170,2026-02-14,,False,4,7,13.12,-15.43,-12.24
ETH,16:45,leg_both,100,191,250.99,182.49,68.51,0.3587,1.4602,0.5969,4.9416,-6.4264,0.7689,1.1384,0.937,110.36,73,72,2026-02-14,2026-04-08,True,6,4,14.86,-32.52,-18.73
ETH,16:45,leg_both,150,191,306.55,179.39,127.17,0.6658,1.5734,0.6178,5.2415,-6.7305,0.7788,1.2588,1.6255,86.44,51,50,2026-02-14,2026-03-18,True,11,4,21.22,-36.95,-19.81
ETH,16:45,leg_independent,50,191,149.09,184.99,-35.9,-0.188,0.7647,0.5236,5.7852,-6.7519,0.8568,0.9416,-0.4456,129.06,183,183,2026-02-16,,False,6,8,30.1,-33.38,-17.23
ETH,16:45,leg_independent,100,191,296.06,178.44,117.63,0.6159,1.6475,0.5969,5.7098,-6.9258,0.8244,1.2206,1.4049,135.31,54,53,2026-02-16,2026-03-20,True,11,4,27.8,-38.8,-21.33
ETH,16:45,leg_independent,150,191,342.12,177.23,164.89,0.8633,1.8721,0.6178,5.6696,-6.9059,0.821,1.3271,2.0107,84.43,51,50,2026-02-16,2026-03-18,True,11,4,27.8,-36.92,-19.95
ETH,17:00,combined,50,191,196.72,159.79,36.93,0.1934,0.173,0.5079,4.667,-4.4231,1.0551,1.0888,0.6034,93.0,126,126,2026-06-29,,False,9,9,16.58,-27.74,-14.79
ETH,17:00,combined,100,191,220.19,159.34,60.85,0.3186,0.3316,0.5183,4.6196,-4.3097,1.0719,1.1535,0.975,98.3,126,126,2026-06-09,,False,10,9,16.58,-29.26,-16.1
ETH,17:00,combined,150,191,206.74,159.35,47.39,0.2481,0.3316,0.5183,4.6196,-4.4559,1.0367,1.1156,0.7153,100.58,126,126,2026-06-24,,False,10,9,16.58,-36.32,-17.41
ETH,17:00,leg_both,50,191,114.96,166.45,-51.49,-0.2696,-0.089,0.4817,3.2909,-3.5783,0.9197,0.8547,-1.111,93.78,126,126,2026-06-17,,False,5,8,10.94,-17.5,-11.84
ETH,17:00,leg_both,100,191,167.96,162.19,5.77,0.0302,0.2964,0.5236,3.934,-4.2596,0.9235,1.0149,0.1006,86.18,117,117,2026-06-09,,False,9,8,10.94,-27.74,-16.24
ETH,17:00,leg_both,150,191,163.9,161.74,2.16,0.0113,0.3316,0.5183,4.157,-4.4499,0.9342,1.0053,0.0359,87.98,126,126,2026-06-09,,False,9,9,11.44,-36.32,-15.87
ETH,17:00,leg_independent,50,191,176.71,163.34,13.38,0.07,-0.045,0.4921,4.289,-4.0184,1.0673,1.0343,0.2445,105.16,126,126,2026-07-08,,False,16,9,16.43,-17.2,-12.3
ETH,17:00,leg_independent,100,191,205.97,160.63,45.34,0.2374,0.3603,0.5288,4.4633,-4.5051,0.9907,1.1118,0.7296,81.63,117,117,2026-06-22,,False,9,9,16.43,-27.6,-16.62
ETH,17:00,leg_independent,150,191,205.1,160.03,45.07,0.236,0.3316,0.5288,4.4701,-4.5157,0.9899,1.1109,0.7199,86.0,126,126,2026-04-26,,False,9,9,14.58,-36.06,-15.8
